company,# applications,avg_wages
RUSSIAN AMERICAN CONSULTING CORP,2,"$45,000"
RUSSIAN SHOPPE,2,"$44,730"
RXMEDICAL DYNAMICS,2,"$247,299"
RYALL PORTER SHERIDAN ARCHITECTS,2,"$65,000"
RYAN CONLON,2,"$41,636"
S9 ARCHITECTURE ENGINEERING,2,"$57,610"
SAATCHI SAATCHI,2,"$187,200"
SABA CAPITAL MANAGEMENT,2,"$180,000"
SAFARI SUNDAYS,2,"$113,750"
SAGENT ADVISORS,2,"$179,500"
WANG ASSOCIATES,2,"$38,272"
SAHASRA TECHNOLOGIES CORPORATION,2,"$87,500"
SAIANATECHNOLOGIES,2,"$80,000"
SAITO SORENSON,2,"$50,000"
SALTZMAN ARCHITECTS,2,"$68,660"
SQUARE SHAPED CIRCLES,2,"$84,885"
STANACARD,2,"$138,750"
LYONS PRESENTATIONS,2,"$140,000"
VENNSYS,2,"$77,626"
TRADING GROUP,2,"$89,388"
TRAIANA,2,"$64,574"
TRANSACTION,2,"$171,000"
VENSOFT,2,"$63,700"
TRANSYSTEMS CORPORATION,2,"$78,500"
TRAVELCLICK,2,"$79,571"
TRAVELZOO,2,"$82,500"
TRAXYS NORTH AMERICA,2,"$62,500"
TRENDALYTICS INNOVATION LABS,2,"$117,500"
TRADE AMERICAS,2,"$90,704"
VENDOME EXHIBITS CORP,2,"$55,000"
TRICADIA HOLDINGS,2,"$112,500"
TRICON INFOTECH PRIVATE LIMITED,2,"$90,000"
TRIDION,2,"$71,000"
TRINE ASPECTS,2,"$125,000"
TRINET CORPORATION,2,"$73,000"
TRINITY PLACE DEPARTMENT STORE BUNNYS 61,2,"$63,000"
TRIPFILMS,2,"$57,000"
TRADE SECURITIES,2,"$122,000"
VENTE PRIVE,2,"$71,250"
TELCOMERCHANTS,2,"$56,597"
VENUENEXT,2,"$125,000"
TELLIGEN TECH,2,"$70,000"
TENDER TOUCH REHAB SERVICES,2,"$80,741"
TERADATA OPERATIONS,2,"$103,502"
TERRAIN LANDSCAPE ARCHITECTURE CONSTRUCTED,2,"$37,275"
TERRENCE NEAL ARCHITECT,2,"$44,900"
THEORY,2,"$44,824"
THERAPEUTIC INSPIRATIONS,2,"$73,000"
THERUNTHROUGH,2,"$52,574"
TIBURON CAPITAL MANAGEMENT,2,"$56,597"
TOUCHSTREAM TECHNOLOGIES,2,"$115,000"
TIER SOLUTIONS,2,"$108,535"
TIGER GLOBAL MANAGEMENT,2,"$250,000"
TIKVAH FUND,2,"$45,000"
TIME AMERICA,2,"$43,000"
TINY PLANET,2,"$77,500"
TITANIUM MARKETING,2,"$58,011"
TKNY MANAGEMENT,2,"$79,466"
TOPPAN VITE,2,"$62,500"
TRIPLAY,2,"$150,000"
TROLLBACK COMPANY,2,"$55,000"
TROY INTERNATIONAL,2,"$40,976"
UNIVEST SECURITIES,2,"$66,040"
UNITED SOFTWARE ASSOCIATES,2,"$56,826"
UNITED TEXTILE,2,"$63,128"
UNITEDLEX CORPORATION,2,"$118,860"
VAUDEVILLE VENTURES,2,"$48,000"
UNIVA AMERICA,2,"$42,058"
UNIVERSAL COMMUNICATIONS NETWORK,2,"$62,504"
UNIVERSAL PROCESSING,2,"$50,222"
UNIVERSITY SETTLEMENT SOCIETY YORK,2,"$45,359"
UNLIMITED GLOBAL SOLUTIONS,2,"$72,500"
TRUMAC,2,"$47,840"
UNSPACE,2,"$47,840"
UPSPRING,2,"$45,000"
URBAN COMPASS,2,"$100,000"
URBAN OUTFITTERS,2,"$137,253"
VAI UWS LLC,2,"$79,997"
VALEESOFT,2,"$80,000"
VALENTINE REMUSAT,2,"$41,600"
VALINOR MANAGEMENT,2,"$90,000"
UNITED REALTY ADVISORS,2,"$50,000"
UNITED INTERNATIONAL TEXTILE,2,"$82,426"
UNITED FEDERATION BLACK COMMUNITY ORGANIZATIONS,2,"$45,000"
VAULT SPORTSWEAR,2,"$53,778"
TRUSTED INSIGHT,2,"$63,000"
TUDOR INVESTMENT CORPORATION,2,"$157,500"
TURKISH CULTURAL CENTER,2,"$57,679"
TURNER TOWNSEND FERZAN ROBBINS,2,"$55,586"
VEDDER PRICE,2,"$165,000"
TYCOON INTERNATIONAL,2,"$43,680"
UBIQUITI NETWORKS,2,"$135,000"
VECTOR SYSTEMS,2,"$76,250"
ULTRAMATICS,2,"$75,000"
UNIFIED SYSTEMS,2,"$67,500"
UNION SQUARE ENERGY ADVISORS,2,"$67,205"
UNION THEOLOGICAL SEMINARY,2,"$55,286"
UNIQLO GLOBAL INNOVATION CENTER,2,"$145,000"
VAULT49,2,"$128,875"
UNISON TECHNOLOGIES,2,"$123,750"
UNITED BANK AFRICA,2,"$66,313"
UNITED CEREBRAL PALSY YORK CITY,2,"$80,000"
TELEVISION NETWORKS,2,"$114,275"
TEKWISSEN,2,"$66,675"
STANDARD DATA CORPORATION,2,"$85,000"
SUBMARINE MEDIA,2,"$45,000"
STRUCTURE TONE,2,"$62,270"
STUART WEITZMAN HOLDINGS,2,"$71,342"
STUDENTUNIVERSE,2,"$70,000"
STUDIO ARTHUR CASAS,2,"$70,320"
STUDIO DANIEL LIBESKIND,2,"$99,542"
STUDIODB,2,"$53,040"
STUDIOLAB,2,"$48,194"
STUDIOS ARCHITECTURE,2,"$57,750"
SUCCESS YORK,2,"$40,082"
STOREBOUND,2,"$104,291"
SUIGEIN,2,"$77,000"
SUIT SUPPLY,2,"$142,500"
SUNBIRD,2,"$57,096"
SUNDAL COLLIER,2,"$200,000"
SUNFIX TECHNOLOGIES,2,"$72,500"
SUNGARD IWORKS,2,"$279,984"
SUNMERGE SYSTEMS,2,"$57,500"
SUNRISE ATELIER,2,"$111,250"
STRATACORE MANAGEMENT,2,"$53,000"
STONEHENGE MANAGEMENT,2,"$70,000"
TEKPUNDITS,2,"$77,626"
STEPHEN PENN PLLC,2,"$62,598"
STANDARD HIGH LINE EMPLOYER,2,"$176,125"
VISHAL ENTERPRISES,2,"$53,500"
STANICH GROUP,2,"$59,280"
STAR GROUP,2,"$95,000"
STARTAPP,2,"$140,000"
STATE UNIVERSITY YORK DOWNSTATE MEDICAL,2,"$76,616"
STATEN ISLAND UNIVERSITY HOSPITAL,2,"$72,728"
STELLAR SOFTWARE NETWORK,2,"$60,000"
STEPHENS,2,"$97,507"
STONE RIDGE ASSET MANAGEMENT,2,"$120,000"
STERLITE SOFTWARE,2,"$72,987"
STEVEN BROWN CATERERS,2,"$64,000"
STEVEN DOUGLAS ASSOCIATES,2,"$175,000"
STEVEN HOLL ARCHITECTS,2,"$44,924"
STINSON PARTNERS,2,"$60,030"
VIRTUOSA GLOBAL SOLUTIONS,2,"$66,000"
STONE MOUNTAIN,2,"$41,600"
STONE PARTNERS,2,"$125,000"
SUNTRUST BANKS,2,"$110,000"
SUPERMASS STUDIO LANDSCAPE ARCHITECTURE,2,"$36,400"
SUPPORTIAN,2,"$60,861"
TAYLOR JAMES,2,"$48,152"
TAIYANG,2,"$44,824"
TAKARA MEDIA,2,"$71,427"
TALENTHUB WORLDWIDE,2,"$89,050"
TALLY TAYLOR,2,"$39,364"
TALMAN ASSOCIATES,2,"$48,581"
TANGERINE LORD,2,"$90,000"
TAPAD,2,"$104,000"
TATA AMERICA INTERNATIONAL CORPORATION,2,"$91,970"
TEAM DETROIT,2,"$65,000"
SURE TECH SERVICES,2,"$63,440"
TEAM TRADE,2,"$115,000"
TECHLINK,2,"$92,250"
TECHNICAL STRATEGIES,2,"$70,000"
TECHNO SERVICE,2,"$50,960"
TECHNOCHEM CORPORATION,2,"$48,391"
TECHNOLOGY GROUP CORP,2,"$60,000"
TECHWAVE CONSULTING,2,"$75,000"
TECTS ARCHITECTURE,2,"$62,400"
TABLET,2,"$92,500"
VIDAL PARTNERSHIP,2,"$135,000"
SYSTEMATIC ALPHA MANAGEMENT,2,"$85,000"
SYSTEC INTERNATIONAL,2,"$54,694"
SURYA SYSTEMS,2,"$101,500"
SUSAN BRADY LIGHTING DESIGN,2,"$58,000"
SWANKE HAYDEN CONNELL,2,"$140,000"
SWAVELLE MILL CREEK FABRICS,2,"$60,000"
SWELL,2,"$39,500"
SYMBIOUN TECHNOLOGIES,2,"$73,000"
SYMBOL SOFTWARE SERVICES,2,"$78,000"
VILLAGE PHARMACY CORP,2,"$91,520"
SYMPHONY CORPORATION,2,"$120,000"
SYNDICATE ARCHITECTURE PLLC,2,"$40,165"
SYNERGISTIC SYSTEMS,2,"$117,000"
SYNERGOS INSTITUTE,2,"$44,824"
SYNERGY GLOBAL TECHNOLOGIES,2,"$80,000"
SYNETRE,2,"$120,000"
SYNOWLEDGE,2,"$70,000"
VIEW SPACE,2,"$107,500"
VIDERI,2,"$133,602"
REPRESENTATIVE OFFICE LTD,2,"$100,000"
WASHINGTON HEIGHTS CORNER PROJECT,2,"$43,805"
RENEE SYSTEMS,2,"$74,000"
MUNICIPAL CREDIT UNION,2,"$73,773"
MOSCOT MANAGEMENT CORPORATION,2,"$90,000"
WORLD CLASS WORKFORCE,2,"$79,040"
MOVING PICTURE INSTITUTE,2,"$51,830"
MPOWERD,2,"$71,515"
MPOWERTECH,2,"$65,000"
MSLGROUP AMERICAS,2,"$227,100"
MUDRICK CAPITAL MANAGEMENT,2,"$72,500"
MULTIPLAN,2,"$119,125"
MURDOCK SOLON ARCHITECTS,2,"$48,050"
MORPHOSIS ARCHITECTS,2,"$67,500"
WORLD ARTS GROUP,2,"$44,824"
MYRIAD SUPPLY COMPANY,2,"$68,000"
MZHCI,2,"$58,800"
NAGASHIMA OHNO TSUNEMATSU,2,"$74,007"
NAKED YORK,2,"$110,000"
NANAIMO STUDIO,2,"$78,000"
NARATIV,2,"$75,000"
NARCISO RODRIGUEZ,2,"$72,500"
MORVILLO ABRAMOWITZ GRAND IASON ANELLO,2,"$38,950"
MORGAN STANLEY FUND SERVICES,2,"$108,250"
MIRRORBALL GROUP,2,"$51,500"
MODERNS,2,"$70,000"
MITSUI PRECIOUS METALS,2,"$60,500"
MIZUHO ALTERNATIVE INVESTMENTS,2,"$123,500"
MKVF MANAGEMENT COMPANY,2,"$67,205"
MNCL,2,"$69,087"
MOBILE THEORY,2,"$72,412"
MOBIQUITY,2,"$92,500"
MOBIUS KNOWLEDGE SERVICES,2,"$65,575"
WUERSCH GERING,2,"$82,500"
MODULO 3 CORPORATION,2,"$87,500"
WORLD ZIONIST ORGANIZATION,2,"$157,900"
MOLESKINE AMERICA,2,"$75,000"
MOLOKO,2,"$56,160"
MOM365,2,"$80,000"
MOMENTUM RESOURCE SOLUTIONS,2,"$114,000"
MONA SHAH,2,"$88,577"
MONSIEUR TOUTON SELECTION,2,"$95,000"
MONTAGE CONSIGNMENTS,2,"$78,500"
MONTCLARE CHILDREN SCHOOL,2,"$103,000"
NARTAL SYSTEMS,2,"$90,255"
NATIONAL FOOTBALL LEAGUE,2,"$108,500"
WORKSHOP,2,"$40,000"
WOLLMUTH MAHER DEUTSCH,2,"$42,750"
WONDER PARTNERS,2,"$65,000"
WONDER,2,"$190,000"
NIVASOFT,2,"$75,307"
NIXSOL,2,"$60,000"
NOBEL,2,"$145,000"
NOBLE CONSULTING GROUP,2,"$56,597"
NOMAD INDUSTRIES,2,"$60,050"
NOMORERACK,2,"$264,000"
WOLFSDORF ROSENTHAL,2,"$50,811"
NATIONAL URBAN TECHNOLOGY CENTER,2,"$69,763"
NOOKA,2,"$85,000"
NORINCHUKIN BANK,2,"$50,960"
NORMAL EARS,2,"$53,893"
WINMILL SOFTWARE,2,"$91,200"
WINGED KEEL GROUP,2,"$103,664"
WILSON HARVEY BROWNDORF,2,"$40,082"
WILSON ASSOCIATES,2,"$51,000"
NORTHWEST EVALUATION ASSOCIATION,2,"$130,015"
NINAH CONSULTING,2,"$71,250"
NIMBO TECHNOLOGIES,2,"$80,103"
NIKKEI AMERICA,2,"$47,830"
NIEDERHOFFER CAPITAL MANAGEMENT,2,"$147,500"
NATIONSWELL,2,"$80,000"
NATURAL RESOURCE GOVERNANCE INSTITUTE,2,"$88,750"
NAVISITE,2,"$123,600"
NELSON BYRD WOLTZ LANDSCAPE ARCHITECTS PLLC,2,"$73,250"
NETSUITE,2,"$110,500"
NEVERSTOP,2,"$60,000"
WOODS BAGOT ARCHITECTS,2,"$66,250"
NEWS WORLD REPORT,2,"$45,000"
NEWSGATOR TECHNOLOGIES,2,"$115,000"
NEWSWIRE ASSOCIATION,2,"$169,298"
NEXOS CAPITAL PARTNERS,2,"$58,011"
WOODLAKE ADVISORS,2,"$60,018"
NEXTSOCIETY,2,"$85,748"
NEXTXAP,2,"$64,413"
NEXUS,2,"$110,000"
NEZU ASIA CAPITAL MANAGEMENT,2,"$222,500"
NGDATA,2,"$50,000"
MITSOSA AMORE,2,"$39,707"
MIRACLE SOFTWARE SYSYTEMS,2,"$78,000"
RENAL RESEARCH INSTITUTE FRESENIUS MEDICAL,2,"$66,250"
MARIBEL SWEETS,2,"$52,000"
MANHATTAN WELLNESS MEDICAL CARE PLLC,2,"$39,749"
MANHATTAN YACHT CLUB,2,"$45,000"
MANNY,2,"$89,440"
MAPR TECHNOLOGIES,2,"$147,500"
MARCATEL INTERNATIONAL,2,"$157,000"
MARCELLA,2,"$41,250"
MARCHON EYEWEAR,2,"$79,885"
MARCO POLO SECURITIES,2,"$82,500"
MARINER INVESTMENT GROUP,2,"$115,000"
MANDOYO,2,"$218,774"
MARKET DATA SERVICES LIMITED,2,"$55,750"
MARKET ORGANIZATION,2,"$80,000"
MARONEY CONNOR,2,"$82,472"
YELLOW BRICK COMMUNICATIONS,2,"$43,564"
MARSH FRIED HOLDINGS,2,"$130,000"
MARSHALL STEVENS,2,"$63,500"
MARTIN MELZER,2,"$55,370"
MARTYN THOMPSON PHOTOGRAPHY,2,"$73,590"
MANHATTAN HIGH SCHOOL GIRLS,2,"$55,994"
MANAGERS,2,"$100,000"
MINUS,2,"$110,000"
MADISON MARCUS,2,"$70,000"
LYXOR ASSET MANAGEMENT,2,"$105,250"
YORK CAPITAL MANAGEMENT ADVISORS,2,"$135,000"
MACE NORTH AMERICA LIMITED,2,"$70,500"
MACQUARIE FUNDING HOLDINGS,2,"$250,000"
YORK ACADEMY MEDICINE,2,"$108,656"
MACY MERCHANDISING GROUP,2,"$80,377"
MADGAMR,2,"$90,526"
MADISON BRANDS,2,"$43,794"
MAGNETIC MEDIA ONLINE,2,"$127,500"
YIELDBOT,2,"$76,810"
MAGNETIQUE,2,"$40,082"
MAGNUSSON ARCHITECTURE PLANNING,2,"$52,000"
YMHA YWHA 92ND YOUNG WOMEN HEBREW,2,"$49,507"
MAILIN MIMI S,2,"$100,000"
MAISON MARQUES DOMAINES,2,"$63,000"
MAIYET,2,"$96,200"
MAKEABLE,2,"$103,300"
MALLIN,2,"$120,000"
MASLANSKY LUNTZ PLUS PARTNERS,2,"$52,500"
YASH SOLUTIONS,2,"$60,000"
MATA MANAGEMENT,2,"$76,425"
MICHAEL SIMON,2,"$38,500"
MENTAL CANVAS,2,"$120,000"
MERCURY SYSTEMS,2,"$86,760"
MERIDIAN DESIGN ASSOCIATES ARCHITECTS,2,"$42,000"
METAMEDIA,2,"$122,500"
METERING GROUP,2,"$55,089"
XENOMORPH SOFTWARE,2,"$47,424"
METRO COMPUER SERVICES GROUP,2,"$58,198"
MICHAEL ARAM,2,"$56,440"
MIDAMERICA PRODUCTIONS,2,"$40,082"
MATCHMAKING,2,"$67,000"
MIDTOWN PARTNERS,2,"$67,205"
MIKA ACCESSORIES,2,"$54,642"
MILBANK TWEED HADLEY MCCLOY,2,"$220,000"
MILLENNIUM PROMISE ALLIANCE,2,"$130,000"
MILLIMAN,2,"$77,266"
MILLIORE FASHION,2,"$46,457"
MINDSHARE,2,"$147,500"
MINDTHEGAP,2,"$122,013"
XOMOX JEWELRY,2,"$36,400"
MELVENY MYERS,2,"$185,000"
MELT MANAGEMENT,2,"$65,000"
MEDIVO,2,"$67,500"
MATLEN SILVER GROUP,2,"$128,000"
MAXIFIER,2,"$212,000"
MAXUS COMMUNICATIONS,2,"$52,500"
MAXYMISER,2,"$55,000"
MC2 MODEL MANAGEMENT,2,"$260,000"
MCCANN ERICKSON YORK OPERATING DIVISION,2,"$82,400"
MCCANN RELATIONSHIP MARKETING,2,"$100,000"
MCDERMOTT WILL EMERY,2,"$175,000"
MCGI,2,"$75,000"
MCGUIREWOODS,2,"$157,500"
YALTECH CONSULTING,2,"$60,362"
MEDIA NEWS A DNAINFO,2,"$53,000"
MEDIABRANDS WORLDWIDE,2,"$69,000"
MEDIALETS,2,"$90,000"
XPLUS SOLUTIONS,2,"$82,500"
MEDICAL ASSOCIATES PLLC,2,"$44,824"
MEDICAL BROADCASTING A DIGITAS HEALTH,2,"$160,000"
NORTHWOOD SECURITIES,2,"$152,500"
NOUS INFOSYSTEMS,2,"$67,500"
NOVEN PHARMACEUTICALS,2,"$128,309"
PRODIGY NETWORK MIAMI,2,"$80,000"
PRELUDE SYSTEMS,2,"$77,500"
PRESCHOOL AMERICA,2,"$44,970"
PRIMARY CAPITAL,2,"$52,582"
PRIME RESEARCH,2,"$60,000"
PRINCE STREET CAPITAL MANAGEMENT,2,"$200,000"
PRIORITY MERCHANTS,2,"$49,733"
PRIVCAP,2,"$70,000"
PROCTER GROUP,2,"$44,824"
PRODIGY TECHNOLOGIES,2,"$85,000"
PORTS 1961,2,"$61,291"
WEDNESDAY YORK,2,"$65,000"
PROFESSIONAL BUSINESS COLLEGE,2,"$44,480"
PROGRAM PLANNING PROFESSIONALS,2,"$96,500"
PROHEALTH FITNESS PLLC,2,"$73,013"
PROMONTORY FINANCIAL GROUP,2,"$90,000"
PROPHASE TRAINING GROUP,2,"$53,500"
PROPHET BRAND STRATEGY,2,"$95,038"
WEBB,2,"$65,000"
PRECISION EFFORTS INCORPORATED,2,"$109,200"
PORTIGON,2,"$144,500"
NOVISYNC SOLUTIONS,2,"$82,500"
PLACE VENDOME HOLDING,2,"$107,245"
PHYCARE SOLUTIONS,2,"$69,515"
PHYSICIAN AFFILIATE GROUP YORK PAGNY,2,"$164,269"
PHYSICIANS HUMAN RIGHTS,2,"$48,000"
PIACENTE GROUP,2,"$43,333"
PILATES 66,2,"$64,100"
PINEBRIDGE INVESTMENTS,2,"$150,000"
PIONEER CONSULTING SERVICES,2,"$72,000"
PIXAFY,2,"$64,513"
PLANCK,2,"$91,980"
POND5,2,"$81,000"
PLANET MANAGEMENT INSTITUTE,2,"$54,080"
PLASMANET,2,"$72,987"
PLATINUM,2,"$130,000"
PLATINUM MAINTENANCE SERVICES CORPORATION,2,"$51,075"
WELLCASTER,2,"$46,069"
PLATINUM MANAGEMENT,2,"$79,253"
POLAR SERVICES,2,"$90,272"
POLARIS SOLUTIONS MANAGEMENT,2,"$95,091"
PROSIRIS CAPITAL MANAGEMENT,2,"$177,500"
PROSOFT ASSOCIATES,2,"$64,480"
PROSOFT TECHNOLOGIES,2,"$60,000"
REALTY CAPITAL GROUP,2,"$45,032"
RATP,2,"$125,000"
WASSERMAN MEDIA GROUP,2,"$88,400"
RBSD ARCHITECTS,2,"$45,000"
REAL CAPITAL ANALYTICS,2,"$67,500"
REAL ESTATE ARTS,2,"$113,750"
REAL ESTATE DEVELOPMENT ASSOCIATES,2,"$75,000"
REAL ESTATE MANAGEMENT,2,"$77,363"
REAL GEMS,2,"$45,000"
REAVIS PARENT LEHRER,2,"$47,000"
WEARABLE EXPERIMENTS,2,"$61,069"
RECORDINGS,2,"$80,000"
REDDYMADE DESIGN,2,"$48,440"
REDWORKS,2,"$75,000"
REED EXHIBITIONS,2,"$65,000"
RELEX PERFORMANCE RESOURCES,2,"$42,224"
RELIANCE GLOBAL SERVICES,2,"$60,000"
RELYCOM,2,"$85,000"
REMEDY PARTNERS,2,"$127,500"
RAPP,2,"$56,291"
WATER,2,"$70,000"
RAJEEV AGGARWAL,2,"$38,000"
RAISON PURE INTERNATIONAL,2,"$60,000"
PROTEIN,2,"$67,500"
PTC INC.,2,"$85,250"
WCMG,2,"$50,000"
PUBLIC FUND,2,"$58,575"
PUBLICATIONS,2,"$68,270"
PUBLISHING,2,"$147,080"
PULSD,2,"$75,000"
PUPPY LOFT,2,"$47,882"
Q4 SYSTEMS CORPORATION,2,"$65,000"
QANTAS AIRWAYS LIMITED,2,"$173,020"
QUANTCAST CORPORATION,2,"$90,000"
QUANTHOUSE,2,"$115,500"
QUEEN YORK,2,"$90,000"
WAYFARE ENTERTAINMENT VENTURES,2,"$40,352"
RAFFERTY ASSET MANAGEMENT,2,"$57,541"
WATER ISLAND CAPITAL,2,"$120,000"
RAINFOREST ALLIANCE,2,"$57,000"
PHOENIX DEVELOPMENT ASSOCIATES,2,"$42,286"
PHIL STUDIO TOEFL,2,"$50,794"
PHARMA,2,"$59,384"
OPTIMAL SOLUTIONS INTEGRATION,2,"$117,000"
ONCARD MARKETING,2,"$65,000"
ONEMARKETDATA,2,"$92,500"
ONSITE NEONATAL,2,"$179,920"
OPEN TECHNOLOGIES,2,"$101,250"
WILD BUNCH,2,"$85,000"
WIEDEN KENNEDY,2,"$130,068"
OPENING CEREMONY ONLINE,2,"$41,500"
OPENX TECHNOLOGIES,2,"$131,250"
WHITNEY MUSEUM AMERICAN,2,"$112,825"
"WGC USA, INC",2,"$148,000"
OPTIONS GROUP,2,"$42,162"
ORANGE INTERNATIONAL,2,"$42,000"
ORANGEFIELD COLUMBUS AVENUE CONSULTING,2,"$102,500"
ORDERGROOVE,2,"$95,000"
OREGON TRADING,2,"$49,733"
ORIAN ENGINEERS INCORPORATED,2,"$69,000"
ORION TRADING WORLDWIDE,2,"$87,500"
ORLY SHOE CORPORATION,2,"$140,000"
OFFICES YOON,2,"$43,202"
OFFICES WANG,2,"$68,514"
OFFICES OLIVER ZHOU,2,"$38,397"
WILLIAM CARTER COMPANY,2,"$90,487"
NUEVA SOLUTIONS,2,"$62,038"
NUVOLO TECHNOLOGIES CORPORATION,2,"$132,500"
"NVE, INC",2,"$76,000"
NYCHHC LINCOLN MEDICAL MENTAL HEALTH CENTER,2,"$65,868"
NYFIX,2,"$118,289"
OAKTREE CAPITAL MANAGEMENT,2,"$96,600"
OASIS CORP,2,"$67,500"
OBJECT FRONTIER,2,"$94,000"
OBRA ARCHITECTS,2,"$47,550"
ODDCAST,2,"$48,750"
OFFICE CHARLES JASON LORE,2,"$38,272"
OFFICE KENT GUBRUD,2,"$83,200"
OFFICES,2,"$52,000"
OFFICES COREY PLLC,2,"$82,736"
OFFICES EDWARD ROSENSTEEL,2,"$57,200"
WILLIAM GRANT SONS,2,"$105,200"
OFFICES MICHAEL DOWD,2,"$83,000"
ORRICK HERRINGTON SUTCLIFFE,2,"$201,250"
OSCAR INSURANCE CORPORATION,2,"$122,500"
PFEIFFER PARTNERS ARCHITECTS,2,"$43,972"
PELLUCID ANALYTICS,2,"$150,000"
PAUL KASMIN GALLERY,2,"$40,352"
PAULSON,2,"$137,500"
PAYONEER,2,"$112,000"
PEARL GLOBAL INDUSTRIES LIMITED,2,"$54,000"
PEARLFISHER,2,"$65,035"
PEATIX,2,"$100,000"
PEDDLER COFFEE,2,"$72,800"
PEEKYOU,2,"$65,250"
PEMBROOKE IVES,2,"$58,000"
OTIS,2,"$61,000"
PEREIRA DELL,2,"$76,487"
PERLMUTT PRODUCTIONS,2,"$52,000"
PERRY ELLIS INTERNATIONAL,2,"$110,000"
PERSADO,2,"$72,800"
PETER,2,"$41,600"
PETER MARINO ARCHITECT PLLC,2,"$54,000"
PETER MILLAR,2,"$110,000"
PETER PRAN ARCHITECTS,2,"$86,840"
WEST SIDE MONTESSORI SCHOOL,2,"$44,000"
PAUL BARNETT,2,"$105,000"
WESTCHESTER COUNTY HEALTH CARE CORP,2,"$69,000"
PARTER INTERNATIONAL,2,"$65,000"
OUTDOOR EVENTS,2,"$65,000"
OUTERWEAR,2,"$51,250"
OUTSOURCED,2,"$167,475"
OWNESS,2,"$99,920"
P3 ANALYTICS,2,"$100,000"
P3 INTERNATIONAL CORP,2,"$51,506"
PACE ENGINEERING,2,"$62,200"
VANTAGE COMMODITIES FINANCIAL SERVICES,2,"$78,500"
PAMPELONNE,2,"$104,291"
PANTAR SOLUTIONS,2,"$73,000"
PANTASCENE,2,"$124,405"
PARADOXAL,2,"$74,928"
PARIBAS ENERGY TRADING,2,"$160,000"
WESTERN UNION,2,"$87,613"
PARIGI GROUP,2,"$95,625"
PARK HUDSON INTERNATIONAL,2,"$48,581"
PARRUT,2,"$41,419"
POPULATION COUNCIL,2,"$81,285"
1 0 CAPITAL,2,"$100,000"
CUTONE COMPANY CONSULTANTS,2,"$68,000"
DANIEL ROSEN,2,"$56,493"
FRANKEL LOUGHRAN STARR VALLONE,2,"$57,500"
FRANK,2,"$38,272"
DALET DIGITAL MEDIA SYSTEMS,2,"$74,000"
ANDREW MIKHAEL ARCHITECT,2,"$40,643"
BUILDING BLOK,2,"$37,024"
ANGELO GORDON,2,"$120,000"
BUENA VISTA THEATRICAL GROUP,2,"$156,000"
FORTIRA,2,"$70,000"
FORM,2,"$60,000"
DANIEL,2,"$41,600"
FORETHOUGHT,2,"$75,036"
DANNY FORSTER,2,"$39,114"
DAILYGOBBLE,2,"$72,783"
FOREST ELECTRIC CORP,2,"$60,000"
DANOS ASSOCIATES,2,"$50,000"
DARON FASHIONS,2,"$42,224"
"BTS USA, INC.",2,"$65,000"
FORA FINANCIAL,2,"$62,608"
FOODFAN,2,"$72,987"
BSST SOFTWARE GROUP THE BOSTON GROUP,2,"$89,378"
ANVETA,2,"$61,000"
FOLIO DYNAMICS,2,"$93,889"
FOLEY LARDNER,2,"$139,000"
DATA ENTERPRISE SERVICES,2,"$136,296"
DAIMARU MATSUZAKAYA DEPARTMENT STORES,2,"$54,194"
BULTHAUP CORPORATION,2,"$51,250"
CUNY,2,"$56,681"
FRONTIER TECHNOLOGIES,2,"$90,600"
FUNG,2,"$41,600"
AMITY ADVISERS,2,"$100,000"
CURVE,2,"$64,000"
AMMANN WHITNEY,2,"$98,561"
FUNDERS LESBIAN ISSUES,2,"$53,500"
CUSHNIE OCHS,2,"$104,000"
FULTON FRANCIS CONSULTING,2,"$100,000"
FULCRUM ANALYTICS,2,"$117,500"
CUTLER SOHO,2,"$45,000"
CYMA SYSTEMS,2,"$66,500"
FRUITION PARTNERS,2,"$90,000"
FRONTIER EQUITIES,2,"$68,640"
BUNGE GLOBAL MARKETS,2,"$132,500"
CYRUS CAPITAL PARTNERS,2,"$135,000"
DACHENG OFFICES,2,"$119,995"
FRIENDS HIGH LINE,2,"$113,000"
FRESH,2,"$64,300"
FRENCH INSTITUTE ALLIANCE FRANCAISE,2,"$77,500"
ANALYTICS MEDIA GROUP,2,"$91,608"
FREIXENET,2,"$51,500"
FREEHILLS,2,"$280,000"
ANATOMICAL TRAVELOGUE,2,"$58,071"
FREDERIC ZONSIUS ARCHITECTURE DESIGN,2,"$41,694"
FREDERIC SCHWARTZ ARCHITECTS,2,"$53,000"
BRUCE SHAW,2,"$75,000"
DATA PIONEER,2,"$63,000"
APAX PARTNERS,2,"$110,000"
ARCHETYPES,2,"$175,000"
AQUILA FUNDAMENTAL STRATEGY PARTNERS,2,"$125,000"
BRIDGER CONWAY,2,"$65,000"
BRIDESVIEW,2,"$83,400"
DEHENG CHEN,2,"$51,362"
FIRST DATA TECHNOLOGIES,2,"$200,000"
DEJA BLEU,2,"$37,128"
ARCH INSURANCE GROUP,2,"$70,000"
FIRST ATLANTIC CAPITAL,2,"$110,000"
BRICK CHURCH SCHOOL,2,"$68,640"
FIRMENICH,2,"$103,410"
ARCHEGOS CAPITAL MANAGEMENT,2,"$150,000"
FINSERV CONSULTING,2,"$107,598"
BRUCE BRICKMAN ASSOCIATES,2,"$200,000"
FINITECH,2,"$78,000"
